pheno,set,use_mle,jump_sign,n_keep,h2_ldsc_est_1,h2_ldsc_est_2,h2_ldsc_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3,r2_est_1,r2_est_2,r2_est_3,r2_1,r2_2,r2_3
172,hm3_altpop,FALSE,FALSE,50,0.03981,0.0292,0.05042,0.03376,0.02597,0.04083,0.001727,0.0007471,0.003186,,,,0.01511,0.01411,0.01605,0.01466,0.01253,0.01693
174.1,hm3,TRUE,FALSE,50,0.03956,0.02919,0.04993,0.03882,0.0277,0.05063,0.001752,0.0006949,0.003747,-0.4166,-0.6865,-0.07617,0.01267,0.01117,0.01423,0.01071,0.00826,0.01354
174.1,hm3,FALSE,FALSE,50,0.03956,0.02919,0.04993,0.03789,0.02528,0.05054,0.001351,0.0004281,0.003223,,,,0.01292,0.01164,0.01415,0.01064,0.008233,0.01343
174.1,hm3_plus,TRUE,FALSE,50,0.05495,0.04315,0.06675,0.04399,0.0313,0.05674,0.001611,0.0006929,0.003123,-0.5923,-0.7692,-0.2921,0.01314,0.01175,0.0146,0.01099,0.008462,0.01376
174.1,hm3_plus,FALSE,FALSE,50,0.05495,0.04315,0.06675,0.04349,0.02717,0.06018,0.001151,0.0003409,0.002767,,,,0.0133,0.01189,0.01467,0.01082,0.008199,0.01369
174.1,hm3_small,TRUE,FALSE,50,0.03828,0.02804,0.04852,0.04064,0.02866,0.05395,0.001904,0.0007558,0.004347,-0.4488,-0.7152,-0.1243,0.01283,0.01134,0.01441,0.01057,0.008111,0.01337
174.1,hm3_small,FALSE,FALSE,50,0.03828,0.02804,0.04852,0.03964,0.02534,0.05279,0.001494,0.0004192,0.003564,,,,0.0131,0.01173,0.01436,0.01049,0.008,0.01336
174.1,hm3_altpop,TRUE,FALSE,50,0.04151,0.03064,0.05238,0.03963,0.0277,0.05143,0.001807,0.000664,0.00362,-0.4335,-0.7004,-0.08769,0.0128,0.01135,0.01432,0.01085,0.008513,0.01365
174.1,hm3_altpop,FALSE,FALSE,50,0.04151,0.03064,0.05238,0.03877,0.02551,0.05268,0.001401,0.0004263,0.003483,,,,0.01305,0.0117,0.01428,0.01076,0.00829,0.01346
180,hm3,TRUE,FALSE,8,0.02176,0.006914,0.03661,0.01596,0.007331,0.02456,0.001839,0.0004224,0.005163,-0.6173,-1.143,0.2682,0.001497,0.0009654,0.002104,0.002064,0.001035,0.003352
180,hm3,FALSE,FALSE,21,0.02176,0.006914,0.03661,0.0184,0.008619,0.0249,0.001858,0.00035,0.005489,,,,0.001698,0.001204,0.002233,0.002032,0.001039,0.003397
180,hm3_plus,TRUE,FALSE,10,0.03001,0.01325,0.04678,0.01863,0.006808,0.03196,0.001797,0.0002755,0.006213,-0.6077,-1.224,0.4981,0.001463,0.0009434,0.002216,0.002173,0.001153,0.003551
180,hm3_plus,FALSE,FALSE,21,0.03001,0.01325,0.04678,0.0236,0.009525,0.03234,0.001659,0.0002523,0.004729,,,,0.001865,0.001307,0.002447,0.002093,0.001106,0.003461
180,hm3_small,TRUE,FALSE,13,0.02195,0.007112,0.03679,0.01703,0.008432,0.02716,0.002234,0.0005802,0.006687,-0.7382,-1.202,0.3557,0.001498,0.0009291,0.002234,0.002005,0.001,0.00332
180,hm3_small,FALSE,FALSE,8,0.02195,0.007112,0.03679,0.01788,0.008982,0.02501,0.001753,0.0003659,0.005527,,,,0.001676,0.001186,0.002209,0.002004,0.0009953,0.003232
180,hm3_altpop,TRUE,FALSE,13,0.02441,0.006656,0.04216,0.01828,0.01041,0.0277,0.00249,0.0007737,0.005315,-0.6777,-1.142,0.4208,0.001662,0.001142,0.002345,0.002105,0.00112,0.003426
180,hm3_altpop,FALSE,FALSE,9,0.02441,0.006656,0.04216,0.01673,0.007206,0.02429,0.001262,0.0002085,0.003537,,,,0.001877,0.001339,0.002413,0.002214,0.001258,0.003573
185,hm3,TRUE,FALSE,50,0.04874,0.03738,0.06009,0.04337,0.0303,0.05862,0.001128,0.0003882,0.002664,-0.6759,-0.8998,-0.3786,0.0173,0.01551,0.01915,0.01743,0.01413,0.02115
185,hm3,FALSE,FALSE,50,0.04874,0.03738,0.06009,0.04201,0.02864,0.05787,0.0009401,0.0002751,0.00247,,,,0.01762,0.01606,0.01906,0.01716,0.01376,0.02077
185,hm3_plus,TRUE,FALSE,50,0.06476,0.05238,0.07714,0.04903,0.03446,0.06633,0.001024,0.0003922,0.002274,-0.6393,-0.7994,-0.4161,0.01817,0.0164,0.01999,0.0183,0.01486,0.02215
185,hm3_plus,FALSE,FALSE,50,0.06476,0.05238,0.07714,0.04855,0.03207,0.0663,0.0008267,0.0002444,0.001941,,,,0.01843,0.01685,0.01996,0.01787,0.01441,0.02146
185,hm3_small,TRUE,FALSE,50,0.04685,0.03562,0.05809,0.04551,0.03202,0.06128,0.001258,0.000448,0.002859,-0.6971,-0.9113,-0.4267,0.01758,0.01578,0.01949,0.01764,0.01421,0.02135
185,hm3_small,FALSE,FALSE,50,0.04685,0.03562,0.05809,0.04466,0.03016,0.06195,0.001089,0.000315,0.002948,,,,0.01783,0.01623,0.01935,0.01741,0.0141,0.02126
185,hm3_altpop,TRUE,FALSE,50,0.05316,0.04006,0.06625,0.04532,0.0319,0.0602,0.001208,0.0004238,0.002657,-0.6895,-0.9041,-0.415,0.01778,0.01601,0.0196,0.01752,0.01398,0.02118
185,hm3_altpop,FALSE,FALSE,50,0.05316,0.04006,0.06625,0.04364,0.02966,0.06025,0.0009853,0.0002877,0.002601,,,,0.01812,0.01652,0.01964,0.01727,0.01362,0.02101
187.2,hm3,TRUE,FALSE,8,0.01219,0.004083,0.0203,0.01282,0.00523,0.02377,0.001043,0.0001561,0.003269,-0.9421,-1.371,0.4809,0.001423,0.0009438,0.002139,0.001261,0.000452,0.002412
187.2,hm3,FALSE,FALSE,13,0.01219,0.004083,0.0203,0.01571,0.006053,0.022,0.001391,0.0001629,0.004405,,,,0.001508,0.001042,0.002084,0.0013,0.000491,0.002474
187.2,hm3_plus,TRUE,FALSE,27,0.01709,0.008045,0.02613,0.04699,0.03006,0.06017,0.004383,0.001539,0.007675,-1.5,-1.5,-1.392,0.00796,0.001221,0.009629,8.548e-05,-1.279e-05,0.0005582
187.2,hm3_plus,FALSE,FALSE,32,0.01709,0.008045,0.02613,0.02759,0.01354,0.03791,0.001006,0.0002016,0.003074,,,,0.004152,0.003062,0.005296,0.0004096,5.367e-05,0.001175
187.2,hm3_small,TRUE,FALSE,7,0.01224,0.004129,0.02035,0.0134,0.005038,0.0241,0.001102,0.000144,0.003484,-0.9457,-1.382,0.4348,0.001412,0.0008601,0.002228,0.001263,0.0004404,0.002407
187.2,hm3_small,FALSE,FALSE,14,0.01224,0.004129,0.02035,0.01509,0.006804,0.02143,0.001235,0.0002102,0.004507,,,,0.001575,0.00107,0.002142,0.001283,0.000476,0.00248
187.2,hm3_altpop,TRUE,FALSE,6,0.01246,0.004034,0.02088,0.01564,0.007014,0.02503,0.001907,0.0004227,0.005882,-0.9101,-1.34,0.4957,0.001307,0.0008095,0.002009,0.001338,0.0004737,0.002517
187.2,hm3_altpop,FALSE,FALSE,20,0.01246,0.004034,0.02088,0.01412,0.005508,0.02164,0.001013,0.0001305,0.003904,,,,0.001526,0.001036,0.00209,0.001291,0.0004599,0.00258
189.2,hm3,TRUE,FALSE,4,0.003173,-0.0002485,0.006595,0.004674,0.002031,0.008932,0.001568,0.0004267,0.0047,0.3591,-0.7706,0.5,0.0003291,0.0001281,0.0005637,0.0004559,0.0001551,0.000934
189.2,hm3,FALSE,FALSE,4,0.003173,-0.0002485,0.006595,0.005349,0.002246,0.006969,0.001719,0.0002098,0.005325,,,,0.0002541,0.0001348,0.0004466,0.0003996,0.0001219,0.0008484
189.2,hm3_plus,TRUE,FALSE,22,0.004003,0.0003204,0.007686,0.0121,0.006761,0.01806,0.004038,0.001273,0.008453,-1.467,-1.5,-1.284,0.0009987,0.0006307,0.001429,2.001e-06,-3.141e-05,7.114e-05
189.2,hm3_plus,FALSE,FALSE,4,0.004003,0.0003204,0.007686,0.008055,0.005124,0.01025,0.001012,0.0003263,0.002461,,,,0.0006837,0.0004497,0.001002,0.0001938,3.686e-05,0.000493
189.2,hm3_small,TRUE,FALSE,3,0.002903,-0.0004716,0.006278,0.004599,0.001709,0.00841,0.001411,0.0002111,0.0039,0.1732,-0.7922,0.5,0.0003587,0.0001686,0.0005916,0.0004608,0.0001584,0.0009317
189.2,hm3_small,FALSE,FALSE,5,0.002903,-0.0004716,0.006278,0.0052,0.001024,0.006609,0.002223,0.000283,0.007538,,,,0.0002264,2.423e-05,0.0004069,0.0003941,0.0001198,0.0008398
189.2,hm3_altpop,TRUE,FALSE,3,0.003582,-2.134e-05,0.007185,0.004383,0.001601,0.008247,0.001472,0.0002463,0.004667,0.3067,-0.648,0.5,0.0003318,0.000147,0.0005818,0.0004601,0.0001665,0.0009357
189.2,hm3_altpop,FALSE,FALSE,6,0.003582,-2.134e-05,0.007185,0.00561,0.002631,0.007143,0.001982,0.000272,0.005865,,,,0.0002689,0.0001328,0.0004504,0.0003944,0.0001178,0.0008156
191.11,hm3,TRUE,FALSE,4,0.001469,-0.00176,0.004698,0.003414,0.001326,0.006684,0.002126,0.0003877,0.008683,0.416,-0.037,0.4945,0.0001147,2.591e-05,0.0002912,4.827e-06,-3.401e-05,0.0001071
191.11,hm3,FALSE,FALSE,3,0.001469,-0.00176,0.004698,0.003094,0.001287,0.00421,0.002758,0.0004791,0.007717,,,,4.472e-05,9.827e-06,0.0001323,5.385e-06,-2.976e-05,0.0001033
191.11,hm3_plus,TRUE,FALSE,30,0.002927,-0.0004288,0.006283,0.01728,0.01132,0.02346,0.004254,0.001685,0.007678,-1.5,-1.5,-1.464,0.002641,0.00209,0.003232,1.053e-05,-2.014e-05,0.0001357
191.11,hm3_plus,FALSE,FALSE,9,0.002927,-0.0004288,0.006283,0.01018,0.005065,0.01302,0.001013,0.0001898,0.003149,,,,0.00115,0.0005987,0.001676,1.501e-05,-1.679e-05,0.0001534
191.11,hm3_small,TRUE,FALSE,4,0.0013,-0.001889,0.004489,0.003519,0.001,0.006684,0.002535,0.0004157,0.007321,0.4475,-0.0185,0.5,9.582e-05,4.039e-06,0.0002785,4.887e-06,-3.701e-05,0.0001235
191.11,hm3_small,FALSE,FALSE,3,0.0013,-0.001889,0.004489,0.003146,0.001244,0.004266,0.002898,0.0003596,0.007701,,,,5.341e-05,1.391e-05,0.0001484,5.683e-06,-3.053e-05,0.0001067
191.11,hm3_altpop,TRUE,FALSE,4,0.001108,-0.002321,0.004537,0.002916,0.001,0.006039,0.001674,0.0002127,0.00533,0.1605,-0.06661,0.4974,8.682e-05,9.996e-06,0.0002721,6.619e-06,-2.986e-05,0.0001246
191.11,hm3_altpop,FALSE,FALSE,4,0.001108,-0.002321,0.004537,0.003403,0.001589,0.004582,0.002463,0.0002773,0.00667,,,,6.375e-05,2.186e-05,0.0001467,5.359e-06,-2.949e-05,9.644e-05
193,hm3,TRUE,FALSE,7,0.00424,0.0005512,0.007929,0.003723,0.001376,0.006677,0.001875,0.000406,0.005752,0.4384,0.01037,0.4974,0.0002262,9.513e-05,0.0003967,0.0001076,-2.619e-10,0.0004454
193,hm3,FALSE,FALSE,12,0.00424,0.0005512,0.007929,0.004863,0.002158,0.006636,0.001571,0.0002542,0.004524,,,,0.0002682,0.0001581,0.0004019,9.082e-05,1.18e-09,0.0004083
193,hm3_plus,TRUE,FALSE,32,0.005601,0.001732,0.009469,0.02014,0.01413,0.02609,0.004017,0.001806,0.007239,-1.5,-1.5,-1.485,0.004019,0.003378,0.004734,1.089e-05,-9.238e-06,0.0001108
193,hm3_plus,FALSE,FALSE,22,0.005601,0.001732,0.009469,0.01067,0.00595,0.01477,0.0006441,0.0001653,0.001684,,,,0.002318,0.001766,0.002836,4.376e-06,-2.651e-05,8.46e-05
193,hm3_small,TRUE,FALSE,8,0.004109,0.0004527,0.007765,0.003833,0.001217,0.00731,0.002065,0.0004185,0.005907,0.2239,0.02593,0.4977,0.0002137,6.536e-05,0.0004103,0.0001054,1.578e-11,0.0004439
193,hm3_small,FALSE,FALSE,5,0.004109,0.0004527,0.007765,0.004998,0.002926,0.007024,0.00177,0.0004312,0.004849,,,,0.0002557,0.0001544,0.0004066,8.42e-05,-1.825e-06,0.0003928
193,hm3_altpop,TRUE,FALSE,6,0.004339,0.000366,0.008312,0.003518,0.001,0.006893,0.001491,0.000177,0.005046,0.4459,0.05021,0.4931,0.0002186,9.507e-05,0.0004112,0.0001213,2.414e-07,0.0004713
193,hm3_altpop,FALSE,FALSE,6,0.004339,0.000366,0.008312,0.004648,0.001471,0.006502,0.001298,0.0001161,0.003736,,,,0.0002645,0.0001495,0.0004081,0.0001018,2.364e-08,0.0004202
200.1,hm3,TRUE,FALSE,8,0.002456,-0.001042,0.005953,0.004867,0.001993,0.008626,0.002162,0.0004677,0.005504,-0.8654,-1.5,0.17,0.000247,0.0001266,0.0004427,0.000425,0.000108,0.0009249
200.1,hm3,FALSE,FALSE,12,0.002456,-0.001042,0.005953,0.004921,0.001891,0.007224,0.001292,0.0001616,0.005107,,,,0.0003311,0.0002032,0.0004966,0.0005648,0.0001737,0.001157
200.1,hm3_plus,TRUE,FALSE,30,0.004282,0.0002872,0.008277,0.02363,0.01699,0.03003,0.005061,0.002351,0.008643,-1.5,-1.5,-1.49,0.004353,0.003618,0.00516,4e-04,8.374e-05,0.001069
200.1,hm3_plus,FALSE,FALSE,31,0.004282,0.0002872,0.008277,0.0129,0.00692,0.01666,0.0009873,0.0002352,0.00284,,,,0.002042,0.001373,0.002615,0.0004398,0.0001076,0.001002
200.1,hm3_small,TRUE,FALSE,8,0.002091,-0.00134,0.005522,0.004245,0.001541,0.008287,0.001802,0.0002903,0.005372,-0.06847,-1.47,0.2216,0.0002279,0.00012,0.0004081,0.0004175,0.0001119,0.0009676
200.1,hm3_small,FALSE,FALSE,9,0.002091,-0.00134,0.005522,0.00518,0.002087,0.006934,0.00158,0.0001922,0.004194,,,,0.0003162,0.0002008,0.0004815,0.0005468,0.0001666,0.001194
200.1,hm3_altpop,TRUE,FALSE,4,0.00254,-0.001149,0.00623,0.003637,0.001111,0.007144,0.0009467,0.0001389,0.003797,-0.7886,-1.465,0.3966,0.0002673,0.0001012,0.0004835,0.0005264,0.0001389,0.001117
200.1,hm3_altpop,FALSE,FALSE,17,0.00254,-0.001149,0.00623,0.005249,0.002354,0.007474,0.001482,0.0002535,0.004362,,,,0.0003294,0.0002122,0.0004924,0.0005388,0.0001496,0.001113
208,hm3,TRUE,FALSE,41,0.01899,0.01478,0.02321,0.02094,0.01477,0.02691,0.003011,0.001228,0.005977,-0.3904,-0.6815,-0.02593,0.004756,0.004076,0.00545,0.005769,0.004544,0.007243
208,hm3,FALSE,FALSE,42,0.01899,0.01478,0.02321,0.02087,0.01348,0.02638,0.002415,0.0007369,0.005258,,,,0.004792,0.004186,0.005354,0.005658,0.004398,0.006978
208,hm3_plus,TRUE,FALSE,42,0.02676,0.02238,0.03113,0.02299,0.0166,0.02962,0.002798,0.001247,0.005358,-0.4479,-0.6867,0.06109,0.004884,0.004224,0.005594,0.005949,0.004657,0.007276
208,hm3_plus,FALSE,FALSE,47,0.02676,0.02238,0.03113,0.02507,0.01749,0.03209,0.002213,0.0008883,0.004689,,,,0.004916,0.004347,0.00548,0.005736,0.004446,0.007062
208,hm3_small,TRUE,FALSE,47,0.01843,0.01427,0.0226,0.02189,0.01574,0.02808,0.003195,0.001376,0.006328,-0.4488,-0.7108,-0.05024,0.004927,0.004219,0.005722,0.005748,0.004435,0.007107
208,hm3_small,FALSE,FALSE,38,0.01843,0.01427,0.0226,0.02184,0.01487,0.02738,0.002625,0.0009367,0.005806,,,,0.004919,0.004332,0.005475,0.005645,0.004363,0.006931
208,hm3_altpop,TRUE,FALSE,42,0.01982,0.01548,0.02415,0.02132,0.01548,0.02703,0.002988,0.001337,0.005617,-0.4268,-0.7032,-0.06482,0.004829,0.004132,0.005577,0.005774,0.004612,0.007072
208,hm3_altpop,FALSE,FALSE,46,0.01982,0.01548,0.02415,0.02155,0.01414,0.02692,0.002538,0.0008218,0.005091,,,,0.004887,0.004295,0.005447,0.005686,0.004446,0.007011
211,hm3,TRUE,FALSE,8,0.007826,0.003559,0.01209,0.006551,0.003463,0.01034,0.002386,0.0007338,0.005673,0.02048,-0.8654,0.5,0.0004894,0.0002958,0.0007517,0.0007856,0.0003786,0.001305
211,hm3,FALSE,FALSE,10,0.007826,0.003559,0.01209,0.006877,0.003192,0.01001,0.001719,0.0003221,0.00589,,,,0.0004921,0.0003298,0.0006764,0.000714,0.0003413,0.001245
211,hm3_plus,TRUE,FALSE,9,0.01041,0.005473,0.01534,0.006223,0.003046,0.011,0.001812,0.0004819,0.00658,0.1858,-0.7431,0.5,0.0004798,0.0002825,0.000723,0.0008477,0.0004319,0.001411
211,hm3_plus,FALSE,FALSE,8,0.01041,0.005473,0.01534,0.008553,0.003685,0.01165,0.001525,0.0002635,0.004155,,,,0.0005068,0.0003382,0.0007016,0.0007822,0.0003833,0.001376
211,hm3_small,TRUE,FALSE,6,0.007557,0.003292,0.01182,0.006316,0.002929,0.01015,0.002093,0.0004759,0.00474,0.09972,-0.9252,0.5,0.0004804,0.000283,0.0007413,0.0008058,0.0003962,0.001374
211,hm3_small,FALSE,FALSE,8,0.007557,0.003292,0.01182,0.007902,0.003394,0.01028,0.002594,0.0003785,0.005924,,,,0.0005165,0.0003359,0.0006959,0.0006779,0.0003137,0.001226
211,hm3_altpop,TRUE,FALSE,8,0.008538,0.003538,0.01354,0.006406,0.003139,0.01084,0.002252,0.0006218,0.00664,-0.03966,-0.8145,0.5,0.0004871,0.0002805,0.0007469,0.0008089,0.000399,0.001378
211,hm3_altpop,FALSE,FALSE,8,0.008538,0.003538,0.01354,0.006932,0.003308,0.009606,0.001629,0.0003371,0.004481,,,,0.0005092,0.0003273,0.0007018,0.0007224,0.0003401,0.001251
218,hm3,TRUE,FALSE,7,0.02038,0.0132,0.02756,0.01978,0.01077,0.03084,0.001542,0.0004174,0.004212,-0.9145,-1.158,-0.5389,0.002627,0.001834,0.003562,0.002283,0.001215,0.003576
218,hm3,FALSE,FALSE,11,0.02038,0.0132,0.02756,0.02076,0.01044,0.02764,0.001751,0.0003274,0.006862,,,,0.00262,0.001869,0.003343,0.002247,0.001218,0.003629
218,hm3_plus,TRUE,FALSE,13,0.02816,0.02063,0.0357,0.02283,0.01315,0.03439,0.001191,0.0004015,0.002707,-0.903,-1.07,-0.6471,0.003153,0.002285,0.004092,0.00246,0.001389,0.003834
218,hm3_plus,FALSE,FALSE,7,0.02816,0.02063,0.0357,0.02325,0.01389,0.03189,0.001165,0.0003623,0.003065,,,,0.003151,0.002444,0.003857,0.002425,0.001307,0.003807
218,hm3_small,TRUE,FALSE,9,0.01939,0.01237,0.02642,0.02188,0.01288,0.03089,0.001939,0.0006948,0.003991,-0.9125,-1.164,-0.6064,0.002821,0.001941,0.003717,0.002257,0.001221,0.003556
218,hm3_small,FALSE,FALSE,5,0.01939,0.01237,0.02642,0.02003,0.01017,0.02665,0.001545,0.0003268,0.004188,,,,0.002672,0.002013,0.003369,0.002224,0.001231,0.003553
218,hm3_altpop,TRUE,FALSE,10,0.02109,0.01361,0.02857,0.02019,0.01084,0.03042,0.001636,0.0004221,0.003992,-0.9217,-1.2,-0.5914,0.002639,0.001848,0.003462,0.002294,0.00131,0.003534
218,hm3_altpop,FALSE,FALSE,8,0.02109,0.01361,0.02857,0.01935,0.01008,0.02694,0.00141,0.0003169,0.004209,,,,0.002643,0.002044,0.003271,0.002238,0.001219,0.003605
241.2,hm3,TRUE,FALSE,9,0.008183,0.004302,0.01206,0.007539,0.003324,0.01273,0.0012,0.000215,0.003796,-1.083,-1.34,0.4414,0.0009206,0.0005941,0.001295,0.0008693,0.0003781,0.00156
241.2,hm3,FALSE,FALSE,21,0.008183,0.004302,0.01206,0.008118,0.003562,0.01144,0.001309,0.0001955,0.003985,,,,0.0009791,0.0007278,0.001271,0.000874,0.0003872,0.001561
241.2,hm3_plus,TRUE,FALSE,24,0.01103,0.00718,0.01487,0.01958,0.006635,0.0259,0.002908,0.0007136,0.005656,-1.431,-1.5,-0.07435,0.003245,0.0006447,0.003952,0.000257,4.59e-05,0.00067
241.2,hm3_plus,FALSE,FALSE,27,0.01103,0.00718,0.01487,0.01307,0.006801,0.01798,0.0009575,0.0002227,0.002814,,,,0.002125,0.001612,0.002628,0.000474,0.0001706,0.0009437
241.2,hm3_small,TRUE,FALSE,9,0.007854,0.00402,0.01169,0.007623,0.003405,0.01277,0.001196,0.0002037,0.003375,-1.084,-1.35,-0.7102,0.0009762,0.0006551,0.001365,0.0008538,0.0003515,0.001521
241.2,hm3_small,FALSE,FALSE,20,0.007854,0.00402,0.01169,0.008669,0.003777,0.01152,0.001551,0.0002229,0.004386,,,,0.0009494,0.0006806,0.001237,0.0008464,0.0003524,0.001441
241.2,hm3_altpop,TRUE,FALSE,17,0.008813,0.004691,0.01293,0.00825,0.004247,0.01255,0.001582,0.0004007,0.003546,-1.082,-1.365,0.463,0.0009233,0.0005746,0.001313,0.000831,0.0003704,0.001515
241.2,hm3_altpop,FALSE,FALSE,17,0.008813,0.004691,0.01293,0.007384,0.003101,0.01125,0.0009963,0.0001418,0.003497,,,,0.0009919,0.0007384,0.001279,0.0008801,0.0003938,0.001555
242,hm3,TRUE,FALSE,16,0.01198,0.0018,0.02216,0.006745,0.002722,0.01055,0.002486,0.000302,0.006175,-0.1684,-0.9329,0.5,0.0006623,0.0004625,0.0009227,0.0007777,0.000329,0.001382
242,hm3,FALSE,FALSE,48,0.01198,0.0018,0.02216,0.007961,0.002749,0.01167,0.00165,0.0001595,0.00519,,,,0.000821,0.0005851,0.001064,0.0006802,0.0002571,0.001301
242,hm3_plus,TRUE,FALSE,18,0.01576,0.00241,0.02911,0.01203,0.005903,0.01765,0.002048,0.0004616,0.004435,-1.33,-1.462,-1.172,0.001375,0.0009925,0.001787,0.0002001,4.16e-05,0.0005245
242,hm3_plus,FALSE,FALSE,47,0.01576,0.00241,0.02911,0.01055,0.004462,0.01536,0.001219,0.0001835,0.004282,,,,0.001135,0.0008263,0.001478,0.0004569,0.0001458,0.0009306
242,hm3_small,TRUE,FALSE,23,0.01193,0.001801,0.02206,0.006892,0.003477,0.01115,0.002522,0.0005968,0.006253,-0.2261,-0.9527,0.5,0.000677,0.000451,0.0009527,0.0007684,0.0003371,0.00139
242,hm3_small,FALSE,FALSE,44,0.01193,0.001801,0.02206,0.008017,0.00283,0.01178,0.001645,0.0001732,0.005592,,,,0.0008303,0.0005941,0.00107,0.0006679,0.0002458,0.001316
242,hm3_altpop,TRUE,FALSE,23,0.01398,0.000775,0.02718,0.007592,0.003834,0.01171,0.002569,0.0004477,0.006298,0.00964,-0.7762,0.5,0.0008579,0.0006152,0.001154,0.0007867,0.0003146,0.001434
242,hm3_altpop,FALSE,FALSE,50,0.01398,0.000775,0.02718,0.0077,0.002927,0.0124,0.001166,0.0001392,0.004117,,,,0.00105,0.000786,0.001324,0.0006872,0.000256,0.001277
244,hm3,TRUE,FALSE,50,0.04229,0.02925,0.05532,0.04137,0.03446,0.04815,0.003861,0.0022,0.006181,-0.76,-0.897,-0.5982,0.01503,0.0139,0.01624,0.01435,0.01233,0.01647
244,hm3,FALSE,FALSE,50,0.04229,0.02925,0.05532,0.03808,0.02987,0.04544,0.002371,0.001112,0.004241,,,,0.01552,0.01441,0.0165,0.01391,0.01196,0.01612
244,hm3_plus,TRUE,FALSE,50,0.05719,0.04228,0.0721,0.04803,0.03984,0.05608,0.003331,0.001964,0.005267,-0.8177,-0.901,-0.7172,0.01597,0.01477,0.01721,0.01467,0.01255,0.01684
244,hm3_plus,FALSE,FALSE,50,0.05719,0.04228,0.0721,0.04438,0.03502,0.05293,0.002066,0.001047,0.003535,,,,0.01657,0.01552,0.01757,0.01416,0.01213,0.01648
244,hm3_small,TRUE,FALSE,50,0.04108,0.0282,0.05396,0.04353,0.03629,0.05084,0.004092,0.002431,0.006609,-0.7616,-0.8991,-0.6022,0.01567,0.01446,0.01693,0.01407,0.01225,0.01618
244,hm3_small,FALSE,FALSE,50,0.04108,0.0282,0.05396,0.04134,0.03298,0.04918,0.002855,0.001414,0.005166,,,,0.01616,0.0151,0.01715,0.01367,0.01162,0.01571
244,hm3_altpop,TRUE,FALSE,50,0.04674,0.02921,0.06427,0.04341,0.03639,0.05038,0.003683,0.002139,0.005789,-0.7933,-0.9267,-0.6395,0.01636,0.01511,0.01761,0.01364,0.01156,0.01579
244,hm3_altpop,FALSE,FALSE,50,0.04674,0.02921,0.06427,0.0411,0.03311,0.04841,0.002551,0.001279,0.004405,,,,0.01688,0.01581,0.01786,0.01325,0.01131,0.01543
250.1,hm3,TRUE,FALSE,49,0.01936,-0.0005779,0.0393,0.009863,0.00548,0.01652,0.0005728,7.375e-05,0.002359,-1.484,-1.5,-1.196,0.004066,0.003546,0.004593,0.00347,0.002157,0.004937
250.1,hm3,FALSE,FALSE,50,0.01936,-0.0005779,0.0393,0.007571,0.004807,0.01326,0.0002267,2.898e-05,0.001009,,,,0.004186,0.003723,0.004654,0.003567,0.002234,0.005005
250.1,hm3_plus,TRUE,FALSE,48,0.02654,-0.001084,0.05417,0.01703,0.009363,0.02554,0.001141,0.0002353,0.003319,-1.225,-1.317,-1.111,0.005004,0.004348,0.005649,0.002948,0.00192,0.004242
250.1,hm3_plus,FALSE,FALSE,50,0.02654,-0.001084,0.05417,0.009944,0.005727,0.01801,0.0002319,3.35e-05,0.001001,,,,0.004924,0.004278,0.005549,0.003138,0.001999,0.004609
250.1,hm3_small,TRUE,FALSE,49,0.01912,-0.0004458,0.03868,0.01144,0.005835,0.01893,0.000866,0.000107,0.003319,-1.37,-1.5,-1.122,0.003985,0.003493,0.004534,0.003385,0.002224,0.004896
250.1,hm3_small,FALSE,FALSE,50,0.01912,-0.0004458,0.03868,0.008235,0.00488,0.01521,0.0002866,3.397e-05,0.00139,,,,0.004173,0.003714,0.004652,0.003452,0.002276,0.005051
250.1,hm3_altpop,TRUE,FALSE,41,0.02321,-0.002098,0.04852,0.00786,0.006367,0.01359,0.0001054,2.261e-05,0.0008268,-1.09,-1.5,-0.4392,0.005702,0.004943,0.006324,0.003253,0.002089,0.004735
250.1,hm3_altpop,FALSE,FALSE,49,0.02321,-0.002098,0.04852,0.00918,0.006591,0.01478,0.0002345,4.1e-05,0.000953,,,,0.005457,0.004945,0.00597,0.003303,0.002133,0.004745
250.2,hm3,TRUE,FALSE,50,0.05092,0.0451,0.05675,0.05222,0.04554,0.05873,0.008298,0.005503,0.01224,-0.5619,-0.7054,-0.3985,0.0155,0.01421,0.01682,0.01655,0.01458,0.01883
250.2,hm3,FALSE,FALSE,50,0.05092,0.0451,0.05675,0.05215,0.0451,0.05822,0.006095,0.003685,0.009438,,,,0.01602,0.01507,0.01696,0.0161,0.01395,0.01833
250.2,hm3_plus,TRUE,FALSE,50,0.06952,0.0631,0.07594,0.05878,0.05137,0.06598,0.007484,0.005134,0.01046,-0.6121,-0.7253,-0.4698,0.01613,0.01491,0.01743,0.01702,0.01492,0.01936
250.2,hm3_plus,FALSE,FALSE,50,0.06952,0.0631,0.07594,0.06191,0.05313,0.06942,0.00535,0.003312,0.008123,,,,0.01671,0.01573,0.01765,0.01643,0.01425,0.01864
250.2,hm3_small,TRUE,FALSE,50,0.04996,0.0442,0.05573,0.05537,0.04795,0.06256,0.009019,0.005778,0.01325,-0.6065,-0.7462,-0.4348,0.01627,0.01493,0.01773,0.01661,0.0144,0.01896
