p,h2,alpha,K,num,logistic,Method,jump_sign,use_mle,n_keep,r2_1,r2_2,r2_3,r2_est_1,r2_est_2,r2_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3
5e-04,0.03,-1,0.2,1,FALSE,SBayesS,,,,0.01116,0.01013,0.01221,0.01108,0.01033,0.0119,0.01421,0.01285,0.01566,0.0004907,0.0003513,0.0006844,-0.9519,-1.409,-0.5662
5e-04,0.03,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.01079,0.006412,0.01517,,,,,,
5e-04,0.03,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01134,0.01034,0.01244,0.01624,0.01476,0.01756,0.02432,0.01993,0.02992,0.0008856,0.0002424,0.002474,,,
5e-04,0.03,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01137,0.01035,0.01247,0.01658,0.01508,0.01811,0.02388,0.01952,0.02982,0.0007842,0.0002578,0.001877,-0.954,-1.296,-0.6324
5e-04,0.03,-1,0.2,1,TRUE,SBayesS,,,,0.01118,0.01011,0.01214,0.01716,0.016,0.01846,0.02223,0.02002,0.02438,0.000493,0.0003567,0.0007342,-0.9158,-1.468,-0.5326
5e-04,0.03,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.01678,0.009959,0.02361,,,,,,
5e-04,0.1,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.007462,0.006609,0.008305,0.008304,0.007452,0.009112,0.01429,0.01108,0.01804,0.001127,0.0002927,0.003173,,,
5e-04,0.1,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.007589,0.006815,0.008533,0.00856,0.007678,0.009466,0.01394,0.01096,0.01776,0.001102,0.0003606,0.002612,0.1861,-0.2692,0.5
5e-04,0.1,0,0.02,1,FALSE,SBayesS,,,,0.007663,0.006801,0.008519,0.008947,0.008299,0.009648,0.01289,0.01149,0.01448,0.0006862,0.0004773,0.0009712,0.1144,-0.3696,0.5783
5e-04,0.1,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.01439,0.009447,0.01933,,,,,,
5e-04,0.1,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.00745,0.006583,0.008334,0.1023,0.09208,0.1125,0.1768,0.1372,0.2247,0.001132,0.000293,0.003258,,,
5e-04,0.1,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.007587,0.006769,0.008482,0.1056,0.09439,0.1171,0.1731,0.1361,0.2198,0.001077,0.0003733,0.0025,0.0186,-0.3908,0.4835
5e-04,0.1,0,0.02,1,TRUE,SBayesS,,,,0.007719,0.006897,0.00856,0.1107,0.102,0.1198,0.1595,0.1435,0.1781,0.0006711,0.0004657,0.0009559,-0.05404,-0.5762,0.4835
5e-04,0.1,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.1798,0.1182,0.2414,,,,,,
5e-04,0.1,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.04458,0.04279,0.0466,0.04476,0.04329,0.04623,0.04917,0.04672,0.05181,0.0006313,0.0002505,0.001316,,,
5e-04,0.1,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.04458,0.04272,0.04661,0.04491,0.04344,0.04645,0.04933,0.04667,0.05226,0.0006657,0.0002889,0.001281,0.1259,-0.2624,0.5
5e-04,0.1,0,0.2,1,FALSE,SBayesS,,,,0.04444,0.0425,0.04636,0.04582,0.04438,0.04729,0.04871,0.04668,0.05087,0.0005391,0.0004237,0.0006639,0.06397,-0.3632,0.5078
5e-04,0.1,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.04798,0.03367,0.06229,,,,,,
5e-04,0.1,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.04456,0.04257,0.0465,0.06991,0.06756,0.07225,0.07675,0.07289,0.08081,0.0006405,0.0002549,0.00133,,,
5e-04,0.1,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.04457,0.04265,0.04644,0.07003,0.06771,0.07249,0.07693,0.07274,0.08153,0.0006606,0.0002856,0.001274,0.1111,-0.2288,0.457
5e-04,0.1,0,0.2,1,TRUE,SBayesS,,,,0.0444,0.04244,0.0463,0.07155,0.0693,0.07391,0.07606,0.07295,0.07939,0.0005387,0.0004278,0.0006739,0.03862,-0.3755,0.4351
5e-04,0.1,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.075,0.05264,0.09737,,,,,,
5e-04,0.1,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.008495,0.007589,0.009441,0.007484,0.006659,0.008239,0.01282,0.00988,0.01655,0.001004,0.0002507,0.002979,,,
5e-04,0.1,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.008596,0.007708,0.009483,0.007694,0.006855,0.008521,0.01245,0.009618,0.01643,0.0008705,0.0002677,0.002263,-0.528,-0.8673,-0.1079
5e-04,0.1,-0.5,0.02,1,FALSE,SBayesS,,,,0.008562,0.007706,0.009466,0.008126,0.007415,0.008836,0.01123,0.009974,0.01261,0.0005071,0.0003525,0.0007233,-0.4986,-0.9041,-0.1047
5e-04,0.1,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.01174,0.007125,0.01636,,,,,,
5e-04,0.1,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.008517,0.007666,0.009508,0.0951,0.08449,0.1052,0.1652,0.1269,0.2152,0.001043,0.0002519,0.003186,,,
5e-04,0.1,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.008612,0.007767,0.009458,0.09866,0.08831,0.1094,0.1588,0.1232,0.2087,0.0008585,0.0002642,0.002168,-0.5076,-0.8469,-0.1157
5e-04,0.1,-0.5,0.02,1,TRUE,SBayesS,,,,0.008621,0.007738,0.00948,0.1037,0.09388,0.1135,0.1435,0.1282,0.1614,0.0005073,0.0003491,0.0007368,-0.4699,-0.9727,-0.07286
5e-04,0.1,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.1518,0.09226,0.2114,,,,,,
5e-04,0.1,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.04423,0.0423,0.0462,0.04437,0.04297,0.04584,0.04886,0.04646,0.0516,0.0006502,0.0002561,0.001358,,,
5e-04,0.1,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.04423,0.04212,0.04612,0.04453,0.04312,0.04605,0.04886,0.04625,0.05169,0.0006326,0.0002709,0.001222,-0.4535,-0.7483,-0.1433
5e-04,0.1,-0.5,0.2,1,FALSE,SBayesS,,,,0.0441,0.04212,0.04609,0.04577,0.04449,0.04702,0.04838,0.04629,0.05024,0.0005077,0.000407,0.0006284,-0.426,-0.8064,-0.1058
5e-04,0.1,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.05338,0.03965,0.0671,,,,,,
5e-04,0.1,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.04422,0.04222,0.04611,0.06917,0.06694,0.07143,0.07605,0.07232,0.08024,0.0006513,0.0002581,0.001365,,,
5e-04,0.1,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.04424,0.04235,0.04632,0.06932,0.06702,0.07173,0.07598,0.07198,0.08056,0.000629,0.000269,0.001216,-0.4653,-0.7297,-0.1815
5e-04,0.1,-0.5,0.2,1,TRUE,SBayesS,,,,0.04424,0.04227,0.04613,0.07118,0.06916,0.07314,0.07532,0.07207,0.07837,0.0005089,0.0004052,0.0006273,-0.4285,-0.7797,-0.1371
5e-04,0.1,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.08321,0.06183,0.1046,,,,,,
5e-04,0.1,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.008071,0.007254,0.009003,0.007365,0.006594,0.008073,0.01353,0.009855,0.01801,0.001162,0.0002559,0.003528,,,
5e-04,0.1,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.008095,0.007209,0.009075,0.007493,0.006627,0.008398,0.01321,0.009659,0.01813,0.001031,0.0002758,0.002961,-1.164,-1.498,-0.8273
5e-04,0.1,-1,0.02,1,FALSE,SBayesS,,,,0.008154,0.007237,0.009124,0.007827,0.007142,0.008472,0.01128,0.00992,0.01304,0.0005074,0.000343,0.0007888,-1.12,-1.551,-0.8214
5e-04,0.1,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.0129,0.008593,0.01721,,,,,,
5e-04,0.1,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.007978,0.007142,0.008886,0.09197,0.08258,0.1011,0.1708,0.1239,0.23,0.001174,0.0002592,0.003798,,,
5e-04,0.1,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.008004,0.007195,0.008875,0.09393,0.08309,0.1051,0.1673,0.1226,0.2289,0.001058,0.0002942,0.00284,-1.147,-1.482,-0.8357
5e-04,0.1,-1,0.02,1,TRUE,SBayesS,,,,0.008132,0.007227,0.009023,0.09712,0.08875,0.1061,0.1417,0.1246,0.1629,0.000509,0.0003444,0.0007921,-1.115,-1.561,-0.7661
5e-04,0.1,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.1642,0.1095,0.2189,,,,,,
5e-04,0.1,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.04765,0.04551,0.04955,0.04691,0.04539,0.04841,0.05137,0.04905,0.05388,0.0006785,0.0002766,0.001376,,,
5e-04,0.1,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.04769,0.04548,0.04989,0.04706,0.04558,0.0486,0.05129,0.04872,0.05412,0.000647,0.0002843,0.001232,-1.152,-1.47,-0.7781
5e-04,0.1,-1,0.2,1,FALSE,SBayesS,,,,0.04741,0.04548,0.04941,0.04809,0.04687,0.04936,0.05081,0.04883,0.05296,0.0005304,0.0004236,0.0006452,-1.138,-1.491,-0.8537
5e-04,0.1,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.04244,0.02807,0.05682,,,,,,
5e-04,0.1,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.04746,0.04551,0.04946,0.07341,0.07096,0.07573,0.08026,0.07659,0.08425,0.0006671,0.0002726,0.001361,,,
5e-04,0.1,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.04745,0.0454,0.04953,0.07352,0.07111,0.07591,0.08015,0.07623,0.08454,0.0006416,0.0002792,0.001227,-1.11,-1.4,-0.8106
5e-04,0.1,-1,0.2,1,TRUE,SBayesS,,,,0.04722,0.04507,0.04922,0.07517,0.07318,0.07741,0.07949,0.0765,0.08252,0.000529,0.0004294,0.0006409,-1.089,-1.425,-0.8051
5e-04,0.1,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.06659,0.04405,0.08914,,,,,,
5e-04,0.3,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.0323,0.03037,0.03406,0.03177,0.03052,0.03301,0.03632,0.03393,0.03909,0.0006469,0.0002325,0.001418,,,
5e-04,0.3,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0323,0.03047,0.03418,0.03195,0.03069,0.03323,0.03642,0.0339,0.03938,0.0006551,0.0002669,0.001305,-0.1062,-0.4576,0.2688
5e-04,0.3,0,0.02,1,FALSE,SBayesS,,,,0.03202,0.03021,0.03392,0.03283,0.03167,0.03425,0.03589,0.03415,0.03772,0.0005127,0.0003952,0.0006387,-0.193,-0.5899,0.2277
5e-04,0.3,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.03421,0.02298,0.04544,,,,,,
5e-04,0.3,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03199,0.03006,0.0339,0.3962,0.3795,0.4128,0.4544,0.4246,0.4894,0.0006482,0.0002412,0.001426,,,
5e-04,0.3,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03203,0.03018,0.03386,0.3984,0.3821,0.4145,0.4547,0.4221,0.4922,0.0006463,0.0002644,0.001272,-0.2309,-0.6002,0.1659
5e-04,0.3,0,0.02,1,TRUE,SBayesS,,,,0.0317,0.02993,0.03366,0.4102,0.3956,0.4237,0.4478,0.4318,0.4639,0.0005055,0.0003942,0.0006401,-0.2846,-0.7429,0.03682
5e-04,0.3,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.4341,0.2918,0.5764,,,,,,
5e-04,0.3,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1486,0.1455,0.1518,0.1418,0.1394,0.1441,0.1463,0.1428,0.1498,0.0006257,0.0002802,0.001183,,,
5e-04,0.3,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1486,0.1457,0.1517,0.1417,0.1392,0.1441,0.1463,0.1426,0.15,0.000656,0.0003087,0.001187,-0.2119,-0.6183,0.1804
5e-04,0.3,0,0.2,1,FALSE,SBayesS,,,,0.1483,0.1451,0.1515,0.1423,0.1398,0.1446,0.1444,0.1413,0.1475,0.0005008,0.0004128,0.0005974,-0.207,-0.6353,0.1348
5e-04,0.3,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.1421,0.1021,0.1821,,,,,,
5e-04,0.3,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1483,0.1452,0.1517,0.2177,0.214,0.2215,0.2249,0.2195,0.2305,0.0006357,0.0002833,0.001186,,,
5e-04,0.3,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1483,0.1449,0.1514,0.2176,0.2139,0.2214,0.225,0.2193,0.2308,0.0006648,0.0003093,0.00121,-0.1619,-0.496,0.1827
5e-04,0.3,0,0.2,1,TRUE,SBayesS,,,,0.1478,0.1446,0.1508,0.2186,0.2149,0.2226,0.222,0.2178,0.2264,0.000509,0.0004231,0.0006047,-0.1685,-0.7532,0.2621
5e-04,0.3,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.2202,0.1583,0.2821,,,,,,
5e-04,0.3,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03401,0.0321,0.03597,0.0331,0.03178,0.03431,0.03677,0.03471,0.03913,0.0005719,0.0002061,0.001245,,,
5e-04,0.3,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03404,0.03209,0.03611,0.03327,0.03205,0.03447,0.03678,0.03452,0.0394,0.000554,0.0002166,0.001111,-0.3265,-0.6317,0.01277
5e-04,0.3,-0.5,0.02,1,FALSE,SBayesS,,,,0.03371,0.03189,0.03552,0.03402,0.03283,0.03527,0.03643,0.03468,0.03813,0.0004457,0.0003459,0.0005613,-0.3469,-0.7495,0.09353
5e-04,0.3,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.03445,0.02233,0.04656,,,,,,
5e-04,0.3,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.0337,0.0319,0.03558,0.4048,0.3885,0.4208,0.4516,0.4259,0.481,0.0005758,0.0002073,0.001293,,,
5e-04,0.3,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03369,0.03175,0.03573,0.4078,0.3919,0.4237,0.4515,0.4229,0.4837,0.0005537,0.0002206,0.001115,-0.301,-0.6268,0.03601
5e-04,0.3,-0.5,0.02,1,TRUE,SBayesS,,,,0.03357,0.03176,0.03545,0.4168,0.402,0.4314,0.4476,0.4316,0.4629,0.0004444,0.0003461,0.0005599,-0.4092,-0.7886,-0.06631
5e-04,0.3,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.4302,0.2789,0.5814,,,,,,
5e-04,0.3,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1442,0.1411,0.1472,0.1461,0.1436,0.1487,0.1506,0.1471,0.1541,0.0005879,0.0002572,0.001129,,,
5e-04,0.3,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1442,0.1411,0.1472,0.1461,0.1436,0.1485,0.1508,0.1471,0.1544,0.0006307,0.0002886,0.001149,0.1561,-0.1697,0.5
5e-04,0.3,-0.5,0.2,1,FALSE,SBayesS,,,,0.144,0.1409,0.1469,0.1472,0.1449,0.1495,0.1493,0.1462,0.1521,0.0004907,0.0004035,0.0005857,0.02826,-0.3293,0.3817
5e-04,0.3,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.1458,0.1081,0.1835,,,,,,
5e-04,0.3,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1442,0.1413,0.1475,0.2248,0.221,0.2285,0.2318,0.2265,0.2373,0.0005862,0.0002602,0.001116,,,
5e-04,0.3,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1442,0.1409,0.1471,0.2248,0.2208,0.2286,0.232,0.2265,0.2379,0.0006306,0.0002921,0.001173,0.1255,-0.1881,0.4799
5e-04,0.3,-0.5,0.2,1,TRUE,SBayesS,,,,0.1439,0.1406,0.147,0.2267,0.2231,0.2305,0.2298,0.2255,0.2341,0.0004921,0.0004088,0.0005881,0.1505,-0.1932,0.446
5e-04,0.3,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.2256,0.1673,0.2839,,,,,,
5e-04,0.3,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03316,0.03114,0.03499,0.03226,0.03097,0.03355,0.03749,0.03498,0.04056,0.000771,0.0003014,0.001649,,,
5e-04,0.3,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03316,0.03127,0.03506,0.03239,0.03105,0.03374,0.03735,0.03467,0.04058,0.0007366,0.000317,0.001431,-0.9197,-1.241,-0.6054
5e-04,0.3,-1,0.02,1,FALSE,SBayesS,,,,0.03291,0.03105,0.03482,0.03338,0.03221,0.03469,0.03669,0.03499,0.03853,0.0005751,0.0004562,0.0007108,-0.9486,-1.305,-0.5819
5e-04,0.3,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.03659,0.02631,0.04686,,,,,,
5e-04,0.3,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.0327,0.03086,0.03459,0.4045,0.3879,0.4208,0.4722,0.4393,0.5119,0.0007939,0.0003058,0.001702,,,
5e-04,0.3,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0327,0.03092,0.03451,0.4063,0.3896,0.4224,0.4692,0.4349,0.5102,0.0007335,0.0003165,0.001424,-0.9092,-1.216,-0.6016
5e-04,0.3,-1,0.02,1,TRUE,SBayesS,,,,0.03245,0.03063,0.03439,0.4178,0.4023,0.4345,0.4611,0.445,0.4775,0.0005795,0.0004566,0.0007249,-0.9698,-1.433,-0.6201
5e-04,0.3,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.4666,0.3357,0.5974,,,,,,
5e-04,0.3,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1444,0.1414,0.1477,0.1435,0.141,0.1459,0.1484,0.1449,0.152,0.0006367,0.000285,0.001193,,,
5e-04,0.3,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1444,0.1413,0.1475,0.1434,0.1409,0.1459,0.1484,0.1448,0.1522,0.0006507,0.000302,0.001185,-0.876,-1.206,-0.5724
5e-04,0.3,-1,0.2,1,FALSE,SBayesS,,,,0.1443,0.1415,0.1476,0.144,0.1416,0.1462,0.1463,0.1431,0.1491,0.000483,0.0003979,0.0005716,-0.9417,-1.352,-0.6428
5e-04,0.3,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.1386,0.1018,0.1755,,,,,,
5e-04,0.3,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.1439,0.1408,0.1469,0.2215,0.218,0.2254,0.2292,0.2238,0.2347,0.0006342,0.000287,0.001192,,,
5e-04,0.3,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.1439,0.1408,0.1469,0.2214,0.2176,0.2252,0.2291,0.2233,0.2349,0.0006493,0.0003032,0.001183,-0.895,-1.171,-0.6297
5e-04,0.3,-1,0.2,1,TRUE,SBayesS,,,,0.1438,0.1406,0.1468,0.2222,0.2185,0.2259,0.2259,0.2216,0.2302,0.0004872,0.0004023,0.0005822,-0.9025,-1.305,-0.562
5e-04,0.3,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.2154,0.1582,0.2725,,,,,,
