p,h2,alpha,K,num,logistic,Method,jump_sign,use_mle,n_keep,r2_1,r2_2,r2_3,r2_est_1,r2_est_2,r2_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3
0.02,0.03,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,5,0.0001026,2.876e-05,0.0002314,0.001318,0.0002713,0.003374,0.03622,0.01181,0.07021,0.01203,0.004533,0.02359,0.002339,-1.013,0.5
0.02,0.03,-0.5,0.02,1,TRUE,SBayesS,,,,7.224e-05,1.314e-05,0.0001807,0.001014,0.0003945,0.002152,0.02952,0.02197,0.05513,0.05265,0.04155,0.06699,-0.4053,-0.553,-0.3076
0.02,0.03,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.03632,0.003672,0.06896,,,,,,
0.02,0.03,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,22,0.002344,0.001897,0.0029,0.001915,0.001506,0.002296,0.01372,0.01037,0.01569,0.01078,0.003619,0.0238,,,
0.02,0.03,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,10,0.002371,0.001895,0.002868,0.001861,0.001203,0.002621,0.0122,0.007889,0.01681,0.009113,0.003711,0.01743,-0.3085,-0.7644,0.4711
0.02,0.03,-0.5,0.2,1,FALSE,SBayesS,,,,0.002367,0.001912,0.00285,0.00216,0.00179,0.002587,0.01402,0.01201,0.01619,0.05005,0.04208,0.05782,-0.2468,-0.4043,-0.09531
0.02,0.03,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.0166,0.01295,0.02024,,,,,,
0.02,0.03,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,45,0.00237,0.001926,0.002856,0.00302,0.002432,0.003591,0.02169,0.01707,0.02441,0.01228,0.004168,0.02534,,,
0.02,0.03,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,18,0.002402,0.001943,0.002936,0.002918,0.001932,0.004127,0.01945,0.01293,0.0266,0.01035,0.004964,0.01934,-0.2873,-0.8216,0.5
0.02,0.03,-0.5,0.2,1,TRUE,SBayesS,,,,0.002339,0.001857,0.002832,0.003366,0.002802,0.003999,0.02146,0.01865,0.02452,0.05757,0.04628,0.06967,0.02697,-0.1109,0.112
0.02,0.03,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.02588,0.0202,0.03156,,,,,,
0.02,0.03,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,6,0.0001417,4.411e-05,0.0002801,0.0002119,0.0001016,0.0003485,0.004276,0.002509,0.005488,0.005964,0.001413,0.01796,,,
0.02,0.03,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,6,0.0001411,4.965e-05,0.0002821,0.0002151,4.421e-05,0.0004895,0.004115,0.001346,0.007399,0.007643,0.001866,0.02037,-0.02033,-1.343,0.5
0.02,0.03,-1,0.02,1,FALSE,SBayesS,,,,0.0001393,4.745e-05,0.0002702,0.0002551,0.0001516,0.000444,0.004468,0.003348,0.007556,0.04748,0.03693,0.06022,-0.4923,-0.6591,-0.3985
0.02,0.03,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.005179,0.001883,0.008474,,,,,,
0.02,0.03,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,6,0.0001423,5.329e-05,0.0002857,0.002508,0.001216,0.004221,0.05353,0.03245,0.07208,0.00662,0.001634,0.02076,,,
0.02,0.03,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,7,0.0001375,5.047e-05,0.0002767,0.002825,0.0008387,0.006194,0.05204,0.0193,0.09904,0.008021,0.001777,0.01764,-0.09561,-1.196,0.5
0.02,0.03,-1,0.02,1,TRUE,SBayesS,,,,0.0001288,4.555e-05,0.0002527,0.003829,0.002498,0.005942,0.06386,0.05526,0.0937,0.05362,0.04198,0.06837,-0.7912,-0.893,-0.555
0.02,0.03,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.06801,0.02498,0.111,,,,,,
0.02,0.03,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,23,0.002251,0.001782,0.002741,0.001777,0.001339,0.002139,0.01296,0.009372,0.01475,0.009053,0.002769,0.02001,,,
0.02,0.03,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,24,0.002276,0.00184,0.002742,0.0017,0.001057,0.002449,0.01279,0.008103,0.01762,0.01037,0.003631,0.01947,-0.964,-1.268,-0.4692
0.02,0.03,-1,0.2,1,FALSE,SBayesS,,,,0.002139,0.001707,0.002637,0.001872,0.001497,0.002263,0.01425,0.01166,0.0165,0.04024,0.03141,0.04642,-1.041,-1.205,-0.7387
0.02,0.03,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.01333,0.009862,0.01679,,,,,,
0.02,0.03,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,23,0.002265,0.001809,0.002773,0.00275,0.002185,0.003313,0.02025,0.01578,0.02313,0.009644,0.003502,0.0201,,,
0.02,0.03,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,27,0.002286,0.001847,0.002755,0.002706,0.00174,0.003814,0.02012,0.01342,0.02736,0.01125,0.004431,0.0209,-0.9499,-1.243,-0.3381
0.02,0.03,-1,0.2,1,TRUE,SBayesS,,,,0.002101,0.001695,0.002583,0.002841,0.002317,0.0034,0.02122,0.01838,0.02451,0.04427,0.0343,0.05257,-0.8282,-0.9524,-0.6444
0.02,0.03,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.02082,0.01541,0.02623,,,,,,
0.02,0.1,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,49,0.001409,0.00107,0.001814,0.001574,0.001247,0.001901,0.01239,0.009715,0.01412,0.01247,0.004341,0.0259,,,
0.02,0.1,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,40,0.001455,0.00108,0.001862,0.001507,0.0009649,0.002161,0.01192,0.007726,0.01652,0.01288,0.005173,0.02394,-0.8624,-1.206,-0.2819
0.02,0.1,0,0.02,1,FALSE,SBayesS,,,,0.001343,0.00102,0.001713,0.001744,0.001389,0.002137,0.01342,0.01126,0.01551,0.04252,0.03338,0.05076,-0.946,-1.036,-0.8164
0.02,0.1,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.01337,0.01015,0.01659,,,,,,
0.02,0.1,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.001416,0.001072,0.001808,0.01967,0.01558,0.02363,0.1557,0.1263,0.1759,0.01326,0.005006,0.02707,,,
0.02,0.1,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,42,0.001459,0.001109,0.001898,0.01859,0.01191,0.02684,0.148,0.09552,0.2058,0.0129,0.004941,0.02486,-0.8592,-1.202,-0.2532
0.02,0.1,0,0.02,1,TRUE,SBayesS,,,,0.001304,0.0009879,0.001677,0.02135,0.01731,0.02642,0.1669,0.143,0.1941,0.04618,0.03736,0.06032,-1.02,-1.181,-0.9362
0.02,0.1,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.1681,0.1277,0.2084,,,,,,
0.02,0.1,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01999,0.01873,0.02142,0.01818,0.01712,0.01921,0.04858,0.0436,0.0525,0.01398,0.007849,0.0233,,,
0.02,0.1,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02051,0.01919,0.02185,0.01812,0.01648,0.01987,0.04667,0.04123,0.05224,0.01755,0.01124,0.02684,-0.02234,-0.2872,0.3099
0.02,0.1,0,0.2,1,FALSE,SBayesS,,,,0.02006,0.01865,0.02153,0.01882,0.01773,0.0199,0.048,0.04518,0.05075,0.02139,0.01836,0.02452,-0.06555,-0.1841,0.1127
0.02,0.1,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.05575,0.04953,0.06197,,,,,,
0.02,0.1,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01999,0.01863,0.02141,0.02831,0.0267,0.02987,0.07574,0.06813,0.08184,0.01416,0.008085,0.02413,,,
0.02,0.1,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02051,0.01913,0.02185,0.02814,0.02552,0.03093,0.07269,0.06398,0.08138,0.018,0.01103,0.0267,-0.01932,-0.2807,0.2985
0.02,0.1,0,0.2,1,TRUE,SBayesS,,,,0.02012,0.01884,0.02158,0.02933,0.02758,0.03086,0.07458,0.07046,0.07895,0.0218,0.01819,0.02554,-0.02402,-0.2215,0.1046
0.02,0.1,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.08679,0.07711,0.09648,,,,,,
0.02,0.1,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.001296,0.0009732,0.001666,0.00161,0.001261,0.001949,0.01235,0.00935,0.01403,0.01087,0.003029,0.02431,,,
0.02,0.1,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,48,0.001331,0.0009822,0.001728,0.001559,0.001029,0.002211,0.01096,0.007097,0.01519,0.01097,0.003674,0.02195,-0.1404,-0.8596,0.5
0.02,0.1,-0.5,0.02,1,FALSE,SBayesS,,,,0.001384,0.001064,0.001793,0.001653,0.001269,0.002044,0.01234,0.01005,0.01461,0.04515,0.03576,0.05603,-0.5528,-0.7095,-0.3389
0.02,0.1,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.01148,0.008399,0.01457,,,,,,
0.02,0.1,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.001301,0.0009596,0.001688,0.02091,0.01645,0.02527,0.1602,0.1239,0.1821,0.01139,0.003333,0.02451,,,
0.02,0.1,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.001338,0.0009843,0.001716,0.02029,0.01349,0.02882,0.1428,0.09325,0.1987,0.01115,0.004452,0.02305,-0.1857,-0.903,0.5
0.02,0.1,-0.5,0.02,1,TRUE,SBayesS,,,,0.001378,0.001042,0.001778,0.02074,0.01659,0.02523,0.1582,0.1342,0.1841,0.04593,0.03631,0.05272,-0.6364,-0.8711,-0.5061
0.02,0.1,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.1492,0.1092,0.1891,,,,,,
0.02,0.1,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01842,0.01718,0.01972,0.02019,0.01912,0.02126,0.05213,0.04724,0.05631,0.01436,0.008769,0.02325,,,
0.02,0.1,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0187,0.01741,0.0201,0.01969,0.01797,0.02146,0.0508,0.04496,0.0569,0.01799,0.01179,0.0267,-0.5443,-0.721,-0.3397
0.02,0.1,-0.5,0.2,1,FALSE,SBayesS,,,,0.01845,0.01711,0.01982,0.0203,0.01915,0.02152,0.05191,0.04911,0.05487,0.02114,0.01757,0.02453,-0.5159,-0.6369,-0.4012
0.02,0.1,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.0574,0.05141,0.06339,,,,,,
0.02,0.1,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01844,0.01712,0.01988,0.03153,0.02975,0.03321,0.08146,0.07332,0.08807,0.01466,0.008593,0.02407,,,
0.02,0.1,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0187,0.01752,0.01998,0.03056,0.02778,0.03337,0.07911,0.0696,0.08844,0.01794,0.01126,0.02636,-0.5416,-0.7171,-0.3382
0.02,0.1,-0.5,0.2,1,TRUE,SBayesS,,,,0.01836,0.0171,0.0197,0.03158,0.02962,0.03345,0.08096,0.07674,0.08558,0.02103,0.01824,0.0242,-0.558,-0.6924,-0.3959
0.02,0.1,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.08946,0.08012,0.0988,,,,,,
0.02,0.1,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,6,0.001062,0.0007644,0.001411,0.001333,0.0009242,0.001648,0.01101,0.006825,0.01289,0.008143,0.00192,0.01989,,,
0.02,0.1,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,12,0.001038,0.0007466,0.001365,0.001293,0.0008244,0.00188,0.01014,0.005921,0.01457,0.009132,0.003316,0.01902,-0.3491,-1.049,0.5
0.02,0.1,-1,0.02,1,FALSE,SBayesS,,,,0.00101,0.00074,0.001366,0.001481,0.001139,0.001829,0.01231,0.009818,0.01417,0.04264,0.03175,0.05487,-0.9721,-1.153,-0.5352
0.02,0.1,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.01093,0.007469,0.01439,,,,,,
0.02,0.1,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,6,0.001059,0.0007688,0.001423,0.01602,0.01149,0.02063,0.1335,0.08777,0.1592,0.007061,0.001958,0.01602,,,
0.02,0.1,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,10,0.001039,0.0007608,0.001381,0.01612,0.009882,0.0242,0.1258,0.08061,0.1847,0.0091,0.004257,0.01804,-0.3538,-0.9916,0.4678
0.02,0.1,-1,0.02,1,TRUE,SBayesS,,,,0.001046,0.000741,0.001371,0.01836,0.01484,0.02268,0.1559,0.1354,0.1747,0.04135,0.03013,0.05196,-1.096,-1.233,-0.7546
0.02,0.1,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.1388,0.09501,0.1826,,,,,,
0.02,0.1,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01745,0.01629,0.01871,0.01832,0.01725,0.01938,0.0497,0.0446,0.0537,0.01482,0.008529,0.0247,,,
0.02,0.1,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01755,0.01629,0.01889,0.01761,0.01583,0.01952,0.04914,0.04304,0.05516,0.01865,0.01177,0.02739,-0.9167,-1.039,-0.7738
0.02,0.1,-1,0.2,1,FALSE,SBayesS,,,,0.01723,0.01586,0.01846,0.01818,0.01706,0.01936,0.05028,0.04731,0.05336,0.02327,0.01879,0.02617,-0.9262,-1.047,-0.7806
0.02,0.1,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.0536,0.04665,0.06055,,,,,,
0.02,0.1,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01745,0.0162,0.01876,0.02843,0.02679,0.02998,0.07717,0.06964,0.08307,0.015,0.008802,0.02383,,,
0.02,0.1,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01755,0.01636,0.01894,0.02725,0.02455,0.03004,0.07602,0.06654,0.08564,0.01837,0.01143,0.02792,-0.9164,-1.039,-0.7746
0.02,0.1,-1,0.2,1,TRUE,SBayesS,,,,0.01725,0.01595,0.0185,0.02807,0.02652,0.02995,0.078,0.07383,0.08279,0.02338,0.01836,0.02593,-0.9499,-1.039,-0.8035
0.02,0.1,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.08317,0.07239,0.09395,,,,,,
0.02,0.3,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01111,0.01011,0.01219,0.0115,0.01063,0.01233,0.03742,0.03249,0.04086,0.01428,0.007195,0.02437,,,
0.02,0.3,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01164,0.01051,0.01279,0.0113,0.009945,0.01277,0.03552,0.03022,0.04099,0.0186,0.01117,0.02851,-0.175,-0.4916,0.1948
0.02,0.3,0,0.02,1,FALSE,SBayesS,,,,0.0113,0.0104,0.01243,0.01162,0.01065,0.0126,0.03729,0.03452,0.04023,0.03347,0.02957,0.03893,-0.1772,-0.296,0.03208
0.02,0.3,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.04204,0.03611,0.04796,,,,,,
0.02,0.3,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01114,0.01005,0.01213,0.1472,0.1358,0.1581,0.4803,0.4175,0.5233,0.01438,0.007273,0.02504,,,
0.02,0.3,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.01165,0.01059,0.01274,0.1438,0.1265,0.162,0.4551,0.3865,0.5251,0.01836,0.01075,0.02849,-0.2042,-0.4975,0.1832
0.02,0.3,0,0.02,1,TRUE,SBayesS,,,,0.01127,0.01024,0.01231,0.1484,0.1375,0.1601,0.4825,0.4558,0.5101,0.03395,0.02763,0.03912,-0.253,-0.4054,-0.06822
0.02,0.3,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.5413,0.4651,0.6174,,,,,,
0.02,0.3,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.09537,0.09282,0.09804,0.09582,0.09362,0.09802,0.1497,0.1439,0.1554,0.01592,0.01183,0.02116,,,
0.02,0.3,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.09634,0.09371,0.09909,0.09464,0.09158,0.09771,0.1482,0.141,0.1554,0.02021,0.01571,0.02581,-0.114,-0.2463,0.03466
0.02,0.3,0,0.2,1,FALSE,SBayesS,,,,0.0959,0.09307,0.09878,0.09763,0.09519,0.1,0.1488,0.1449,0.1527,0.02025,0.01866,0.02196,-0.04777,-0.1639,0.04735
0.02,0.3,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.1542,0.1428,0.1655,,,,,,
0.02,0.3,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.09538,0.09265,0.09805,0.1498,0.1462,0.1534,0.2339,0.2245,0.2428,0.01575,0.01166,0.02085,,,
0.02,0.3,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.09632,0.09375,0.09897,0.148,0.1429,0.1529,0.2319,0.2208,0.243,0.02031,0.01587,0.02578,-0.1083,-0.2456,0.0398
0.02,0.3,0,0.2,1,TRUE,SBayesS,,,,0.09588,0.09316,0.09859,0.1525,0.1486,0.1561,0.2328,0.2271,0.2383,0.02029,0.01869,0.02197,-0.06725,-0.2103,0.05546
0.02,0.3,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.2412,0.2234,0.259,,,,,,
0.02,0.3,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01061,0.009627,0.01171,0.01084,0.01004,0.01165,0.03568,0.0312,0.03895,0.01341,0.007027,0.02328,,,
0.02,0.3,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0109,0.009879,0.01194,0.01048,0.009151,0.01195,0.03437,0.02896,0.03991,0.01573,0.009043,0.02538,-0.5687,-0.7904,-0.2874
0.02,0.3,-0.5,0.02,1,FALSE,SBayesS,,,,0.01067,0.009679,0.01172,0.01088,0.009952,0.01185,0.03523,0.03246,0.03834,0.0199,0.01603,0.02474,-0.5398,-0.7558,-0.2653
0.02,0.3,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.03901,0.03304,0.04498,,,,,,
0.02,0.3,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.01062,0.00956,0.01164,0.1366,0.1256,0.147,0.4514,0.3903,0.4943,0.01315,0.006636,0.02349,,,
0.02,0.3,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0109,0.0099,0.01197,0.1331,0.1157,0.1512,0.4371,0.3675,0.5075,0.01628,0.009304,0.02569,-0.5337,-0.7625,-0.2434
0.02,0.3,-0.5,0.02,1,TRUE,SBayesS,,,,0.01068,0.009709,0.0117,0.1387,0.1282,0.149,0.4518,0.4235,0.479,0.02091,0.01474,0.0246,-0.5788,-0.7417,-0.4632
0.02,0.3,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.4973,0.4214,0.5733,,,,,,
0.02,0.3,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.0934,0.09075,0.09591,0.09052,0.08827,0.09271,0.1463,0.1405,0.1518,0.0178,0.01322,0.02337,,,
0.02,0.3,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.0935,0.09074,0.09622,0.08871,0.08562,0.09176,0.1453,0.1381,0.1528,0.02159,0.01661,0.02769,-0.611,-0.7037,-0.5119
0.02,0.3,-0.5,0.2,1,FALSE,SBayesS,,,,0.09276,0.08991,0.09554,0.09124,0.08884,0.09369,0.1457,0.1418,0.1495,0.02139,0.01956,0.02307,-0.5768,-0.652,-0.4559
0.02,0.3,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.148,0.1361,0.1599,,,,,,
0.02,0.3,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.09338,0.0908,0.09604,0.1419,0.1384,0.1453,0.2292,0.2199,0.238,0.01765,0.01311,0.02356,,,
0.02,0.3,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.09349,0.09072,0.09647,0.139,0.1339,0.1439,0.2279,0.2167,0.2393,0.02155,0.01702,0.02702,-0.6101,-0.7003,-0.5141
0.02,0.3,-0.5,0.2,1,TRUE,SBayesS,,,,0.09281,0.08997,0.09542,0.143,0.1397,0.1464,0.2284,0.2227,0.2341,0.02148,0.01977,0.02302,-0.5706,-0.6579,-0.4899
0.02,0.3,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.2321,0.2135,0.2507,,,,,,
0.02,0.3,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.009616,0.008665,0.01066,0.008297,0.007535,0.009012,0.03155,0.0271,0.03423,0.01525,0.006948,0.02668,,,
0.02,0.3,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.00963,0.008685,0.01067,0.00808,0.006807,0.009324,0.0312,0.02563,0.03677,0.01694,0.009297,0.02858,-0.9832,-1.142,-0.8003
0.02,0.3,-1,0.02,1,FALSE,SBayesS,,,,0.009308,0.008393,0.01029,0.008343,0.00762,0.009203,0.03271,0.03006,0.03575,0.02738,0.0233,0.0313,-1.078,-1.188,-0.9575
0.02,0.3,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.03109,0.02624,0.03594,,,,,,
0.02,0.3,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.009607,0.008682,0.01063,0.1105,0.101,0.1194,0.4207,0.3662,0.4557,0.01493,0.00751,0.02641,,,
0.02,0.3,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.009617,0.008665,0.01075,0.1071,0.08952,0.1258,0.4141,0.3394,0.4915,0.01684,0.009252,0.02799,-0.957,-1.118,-0.7624
0.02,0.3,-1,0.02,1,TRUE,SBayesS,,,,0.009278,0.008343,0.01034,0.112,0.1021,0.1226,0.4392,0.4091,0.4665,0.02863,0.02319,0.03311,-1.073,-1.183,-0.9682
0.02,0.3,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.4174,0.3525,0.4824,,,,,,
0.02,0.3,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.09018,0.08746,0.09298,0.09084,0.08852,0.09309,0.1471,0.1413,0.1525,0.01811,0.01349,0.02435,,,
0.02,0.3,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.09031,0.08757,0.09315,0.08902,0.08587,0.09231,0.1465,0.1391,0.1542,0.02077,0.01621,0.02656,-1.011,-1.083,-0.9371
0.02,0.3,-1,0.2,1,FALSE,SBayesS,,,,0.08986,0.08723,0.09226,0.09191,0.08936,0.09431,0.1471,0.1431,0.1508,0.02073,0.01904,0.0224,-1.002,-1.073,-0.9187
0.02,0.3,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.1401,0.1301,0.1502,,,,,,
0.02,0.3,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.09016,0.08755,0.09297,0.1413,0.1378,0.1446,0.2289,0.2202,0.2374,0.0182,0.01353,0.02424,,,
0.02,0.3,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.09029,0.08768,0.0927,0.1386,0.1336,0.1436,0.2282,0.2167,0.24,0.02092,0.01619,0.02663,-1.012,-1.084,-0.938
0.02,0.3,-1,0.2,1,TRUE,SBayesS,,,,0.08971,0.08715,0.0924,0.1431,0.1395,0.1468,0.2289,0.223,0.2344,0.02069,0.01887,0.02261,-0.9971,-1.064,-0.93
0.02,0.3,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.2182,0.2026,0.2338,,,,,,
0.003,0.01,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,6,3.272e-06,-8.196e-06,4.478e-05,2.854e-05,4.335e-06,6.57e-05,0.001486,0.001,0.002348,0.007559,0.001529,0.02111,,,
0.003,0.01,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,6,2.194e-06,-1.317e-05,4.693e-05,6.284e-05,7.521e-06,0.0001951,0.002019,0.001,0.004455,0.009954,0.002585,0.02072,0.3913,-0.6205,0.5
0.003,0.01,0,0.02,1,FALSE,SBayesS,,,,8.747e-07,-1.52e-05,3.592e-05,5.989e-05,1.869e-05,0.0001467,0.00193,0.001357,0.003786,0.04528,0.03521,0.0572,-0.3249,-0.4612,-0.2068
0.003,0.01,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.002742,0.0003379,0.005145,,,,,,
0.003,0.01,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,5,2.948e-06,-9.608e-06,4.718e-05,0.0001102,-4.724e-05,0.0004242,0.01046,0.004375,0.02035,0.006113,0.001126,0.01474,,,
0.003,0.01,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,5,2.278e-06,-1.13e-05,3.894e-05,0.0008809,0.0001656,0.002332,0.02797,0.01111,0.05623,0.01126,0.004602,0.0254,0.1188,-1.282,0.5
0.003,0.01,0,0.02,1,TRUE,SBayesS,,,,5.199e-07,-1.816e-05,3.333e-05,0.001073,0.0004735,0.001966,0.03162,0.0251,0.04531,0.05159,0.04162,0.06067,-0.6774,-0.8014,-0.3213
0.003,0.01,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.03603,0.004745,0.06732,,,,,,
0.003,0.01,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,8,0.0004634,0.0002768,0.0006898,0.0003906,0.0002213,0.0005806,0.005458,0.003195,0.006924,0.005447,0.0009611,0.01358,,,
0.003,0.01,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,12,0.0005141,0.0003076,0.0007792,0.000431,0.0001681,0.0007857,0.005002,0.002272,0.00853,0.00692,0.00165,0.01702,0.2215,-0.6124,0.5
0.003,0.01,0,0.2,1,FALSE,SBayesS,,,,0.0003393,0.0001839,0.0005416,0.0003888,0.0002527,0.0005736,0.005115,0.004073,0.007377,0.05288,0.0408,0.06952,-0.01267,-0.1716,0.1174
0.003,0.01,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.006091,0.003357,0.008825,,,,,,
0.003,0.01,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,14,0.0004634,0.0002859,0.0006916,0.0006066,0.0003802,0.0008884,0.008687,0.005657,0.01092,0.007034,0.001481,0.01769,,,
0.003,0.01,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,6,0.0005105,0.0003187,0.0007344,0.0006574,0.0003278,0.001191,0.0072,0.003594,0.01172,0.00474,0.001547,0.01141,0.332,-0.4547,0.5
